TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
46282,"2024-08-25 06:26:35.726147",4898.38,542,refund,"Los Angeles",0
46283,"2024-06-05 17:20:35.726154",2162.9,733,refund,"San Diego",0
46284,"2024-08-07 09:57:35.726161",886,972,refund,Houston,0
46285,"2024-01-31 14:01:35.726167",3551.99,447,refund,Phoenix,0
46286,"2024-09-19 11:55:35.726174",334.93,45,purchase,"San Jose",0
46287,"2024-05-23 14:13:35.726181",193.62,165,purchase,"San Antonio",0
46288,"2024-06-19 00:24:35.726187",518.41,84,purchase,Dallas,0
46289,"2024-08-16 01:58:35.726194",4132.79,977,purchase,Philadelphia,0
46290,"2024-07-05 03:11:35.726200",279.77,170,refund,Philadelphia,0
46291,"2024-08-03 23:06:35.726207",305.08,546,refund,Houston,0
46292,"2024-04-26 20:14:35.726213",3741.75,28,refund,Houston,0
46293,"2024-02-05 11:46:35.726220",957.69,842,purchase,"San Diego",0
46294,"2024-01-21 21:53:35.726226",1712.2,215,purchase,Houston,0
46295,"2024-07-21 22:14:35.726233",1122.97,458,refund,"San Antonio",0
46296,"2023-11-20 00:43:35.726239",869.17,10,purchase,Chicago,0
46297,"2023-10-30 13:54:35.726246",3511.5,976,refund,"San Antonio",0
46298,"2024-04-21 11:52:35.726253",2870.32,21,refund,Chicago,0
46299,"2024-10-12 20:15:35.726259",4362.94,462,refund,"New York",0
46300,"2024-06-28 15:38:35.726266",4998.54,636,refund,"San Diego",0
46301,"2024-01-20 14:51:35.726272",379.3,917,refund,Philadelphia,0
46302,"2024-04-02 06:57:35.726279",570.99,243,purchase,Philadelphia,0
46303,"2024-07-15 01:45:35.726285",3611.12,580,purchase,Houston,0
46304,"2024-09-06 02:49:35.726291",79.73,104,purchase,"San Antonio",0
46305,"2024-08-30 14:56:35.726298",4576.32,326,refund,Philadelphia,0
46306,"2024-10-20 10:36:35.726305",1403.1,361,refund,Phoenix,0
46307,"2024-09-30 16:29:35.726311",2706.38,125,purchase,Chicago,0
46308,"2024-08-02 09:43:35.726318",3692.48,592,refund,"Los Angeles",0
46309,"2024-08-22 06:20:35.726326",3304.67,729,refund,"Los Angeles",0
46310,"2024-01-04 00:57:35.726333",567.6,784,refund,Houston,0
46311,"2024-08-18 13:14:35.726339",216.07,617,refund,Houston,0
46312,"2024-01-17 19:55:35.726346",4010.91,291,refund,Phoenix,0
46313,"2024-09-18 16:28:35.726353",82.64,163,purchase,"San Jose",0
46314,"2024-04-02 16:18:35.726359",4125.79,66,purchase,"San Jose",0
46315,"2024-09-11 23:26:35.726366",3386.87,1,refund,"San Jose",0
46316,"2024-01-10 04:16:35.726373",2980.89,113,purchase,"San Diego",0
46317,"2024-09-02 06:26:35.726379",3350.53,31,refund,"San Antonio",0
46318,"2024-04-19 19:33:35.726386",2035.55,320,refund,Philadelphia,0
46319,"2024-01-25 20:59:35.726393",2298.72,57,refund,"San Antonio",0
46320,"2024-08-31 17:10:35.726399",757.67,672,refund,"San Antonio",0
46321,"2024-01-22 05:36:35.726406",3747.06,568,purchase,Phoenix,0
46322,"2024-02-26 13:07:35.726413",2705.62,893,purchase,Chicago,0
46323,"2023-11-13 09:39:35.726419",1116.81,306,refund,Philadelphia,0
46324,"2023-10-22 19:53:35.726427",4346.17,431,refund,"Los Angeles",0
46325,"2024-09-28 13:13:35.726433",2563.49,155,refund,Chicago,0
46326,"2024-06-20 04:41:35.726439",3858.79,3,refund,"San Antonio",0
46327,"2024-09-25 13:53:35.726446",2694.77,963,purchase,"New York",0
46328,"2024-05-11 23:02:35.726452",190.07,727,refund,"New York",0
46329,"2024-07-29 21:43:35.726459",3343.57,11,purchase,Dallas,0
46330,"2024-04-01 04:14:35.726465",1240.41,113,purchase,Phoenix,0
46331,"2024-08-18 08:57:35.726472",114.6,142,refund,"San Diego",0
46332,"2024-08-20 09:54:35.726478",3958.22,633,refund,Dallas,0
46333,"2024-05-28 09:26:35.726485",4210.81,458,refund,Houston,0
46334,"2024-03-15 11:56:35.726491",1028.09,129,purchase,"San Antonio",0
46335,"2024-08-23 13:32:35.726497",3125.79,818,purchase,Dallas,0
46336,"2024-03-20 15:31:35.726503",169.29,794,purchase,Chicago,0
46337,"2024-03-06 02:45:35.726510",3151.96,63,refund,Philadelphia,0
46338,"2024-08-12 19:39:35.726517",2296.46,208,refund,Phoenix,0
46339,"2024-10-03 17:10:35.726524",1926.53,757,refund,Dallas,0
46340,"2024-06-27 18:07:35.726530",3569.39,339,refund,Chicago,0
46341,"2024-10-02 20:11:35.726536",103.65,30,purchase,"San Diego",0
46342,"2024-03-20 07:37:35.726542",3548.98,584,purchase,"Los Angeles",0
46343,"2023-11-17 15:43:35.726549",1758.15,601,refund,Dallas,0
46344,"2023-12-04 18:56:35.726555",2463.79,139,purchase,"New York",0
46345,"2024-10-12 09:14:35.726562",3627.71,963,purchase,Houston,0
46346,"2024-06-15 15:51:35.726568",2975.41,114,purchase,"San Diego",0
46347,"2023-12-19 12:47:35.726575",3861.31,806,refund,"San Antonio",0
46348,"2024-03-03 12:44:35.726582",1420.06,449,purchase,"San Jose",1
46349,"2023-12-31 10:01:35.726588",986.75,221,refund,Chicago,0
46350,"2024-05-19 09:02:35.726595",210.22,359,purchase,Dallas,0
46351,"2024-01-09 13:22:35.726601",1017.34,248,purchase,Phoenix,0
46352,"2024-07-29 09:08:35.726608",4292.07,57,refund,"San Diego",0
46353,"2024-07-18 08:06:35.726614",3317.14,16,refund,Dallas,0
46354,"2024-04-16 01:41:35.726621",4142.64,834,purchase,Philadelphia,0
46355,"2023-12-19 12:02:35.726628",2141.53,924,refund,"San Antonio",0
46356,"2024-06-25 11:03:35.726635",769.63,253,purchase,Houston,0
46357,"2024-06-29 13:05:35.726641",1316.52,974,purchase,"San Diego",0
46358,"2023-12-23 13:43:35.726647",1888.75,257,purchase,"San Jose",0
46359,"2024-06-03 14:14:35.726653",4365.53,968,refund,Chicago,0
46360,"2024-06-16 15:53:35.726659",4259.76,483,purchase,Chicago,0
46361,"2024-08-08 07:46:35.726665",2219.4,272,purchase,"Los Angeles",0
46362,"2023-12-19 15:41:35.726670",1622.08,314,refund,Philadelphia,0
46363,"2024-07-27 03:45:35.726674",2768.36,318,refund,Philadelphia,0
46364,"2024-02-02 01:46:35.726677",28.08,256,refund,"Los Angeles",0
46365,"2024-04-23 07:28:35.726685",4293.35,831,refund,Houston,0
46366,"2024-07-04 10:59:35.726688",443.62,849,refund,"San Antonio",0
46367,"2024-03-30 22:07:35.726691",2359.8,717,refund,Dallas,0
46368,"2024-08-12 17:34:35.726695",2344.61,888,purchase,Phoenix,0
46369,"2024-06-11 18:42:35.726698",3190.09,327,purchase,Dallas,0
46370,"2023-12-15 23:59:35.726701",4062.89,526,refund,Houston,0
46371,"2023-12-26 22:08:35.726705",2312.67,351,purchase,"New York",0
46372,"2024-06-19 08:22:35.726708",125.84,566,refund,Dallas,0
46373,"2024-05-14 07:49:35.726711",1113.58,145,refund,Dallas,0
46374,"2024-08-08 19:21:35.726715",740.78,485,refund,"Los Angeles",0
46375,"2024-05-23 05:59:35.726718",4391.55,60,refund,Dallas,0
46376,"2024-06-28 01:57:35.726721",599.92,680,refund,"San Jose",0
46377,"2024-02-19 18:51:35.726725",4134.01,152,purchase,Dallas,0
46378,"2024-02-21 20:36:35.726728",1787.59,493,refund,"San Jose",0
46379,"2023-12-24 21:34:35.726731",2760.71,376,purchase,"New York",0
46380,"2024-07-23 15:57:35.726735",1341.67,472,purchase,"San Antonio",0
46381,"2024-04-19 19:29:35.726738",993.73,12,purchase,"San Jose",0
46382,"2024-05-28 16:32:35.726741",2143.3,33,purchase,Dallas,0
46383,"2023-10-30 03:08:35.726745",957.39,443,refund,"San Antonio",0
46384,"2024-08-14 01:45:35.726748",1753.81,432,refund,"Los Angeles",0
46385,"2024-03-16 15:19:35.726752",1140.44,405,refund,Phoenix,0
46386,"2024-02-15 00:10:35.726755",4517.6,593,purchase,Houston,0
46387,"2023-10-21 21:53:35.726758",2209.48,550,purchase,Philadelphia,0
46388,"2024-07-02 23:03:35.726762",379.93,828,purchase,"San Jose",0
46389,"2024-04-30 04:18:35.726765",377.11,908,refund,"San Diego",0
46390,"2024-03-18 03:02:35.726768",4386.34,9,purchase,Phoenix,0
46391,"2023-11-01 18:19:35.726771",3850.9,499,refund,"San Antonio",0
46392,"2024-06-24 19:49:35.726775",3664.63,973,purchase,Houston,0
46393,"2024-04-11 14:22:35.726778",1350.63,632,refund,Dallas,0
46394,"2024-02-19 18:57:35.726781",2501.55,309,purchase,"San Jose",0
46395,"2024-08-31 02:04:35.726785",2059.15,456,refund,Philadelphia,0
46396,"2024-06-17 10:01:35.726788",3385.34,989,refund,"San Diego",0
46397,"2023-12-02 09:43:35.726793",3117.07,663,purchase,"New York",0
46398,"2024-04-04 10:31:35.726798",57.99,718,purchase,"San Diego",0
46399,"2023-12-24 21:39:35.726804",4182.68,314,refund,Dallas,0
46400,"2024-05-06 18:23:35.726810",27.65,392,purchase,"New York",0
46401,"2023-10-29 20:50:35.726816",1234.6,944,refund,"San Antonio",0
46402,"2024-10-15 23:56:35.726823",3404.41,922,refund,"San Antonio",0
46403,"2024-03-08 22:16:35.726828",4610.53,522,purchase,"New York",0
46404,"2024-05-27 00:26:35.726834",1475.5,891,purchase,Houston,0
46405,"2024-05-07 11:13:35.726840",3248.69,265,refund,Chicago,0
46406,"2024-07-29 05:46:35.726845",4138.99,740,refund,Phoenix,0
46407,"2024-06-07 12:30:35.726851",4747.47,166,refund,Dallas,0
46408,"2024-05-20 08:13:35.726856",783.36,963,refund,"Los Angeles",0
46409,"2024-08-21 11:05:35.726863",4076.57,46,refund,Houston,0
46410,"2023-12-12 12:52:35.726870",1851.87,16,refund,"San Antonio",0
46411,"2024-08-05 03:15:35.726876",1028.15,472,purchase,Dallas,0
46412,"2024-07-06 16:08:35.726883",3825.65,903,purchase,Dallas,0
46413,"2024-01-05 00:40:35.726889",1692.35,890,refund,"San Diego",0
46414,"2024-08-13 05:14:35.726895",341.8,715,purchase,Houston,0
46415,"2023-11-03 02:50:35.726902",2614.85,487,refund,Dallas,0
46416,"2024-07-15 15:49:35.726908",4774.51,295,purchase,Chicago,0
46417,"2024-03-31 11:41:35.726915",3190.04,386,purchase,"San Antonio",0
46418,"2024-09-04 20:30:35.726921",1220.69,953,purchase,"Los Angeles",0
46419,"2024-04-05 06:45:35.726928",4381.43,238,purchase,"San Jose",0
46420,"2024-06-02 05:21:35.726934",2333.93,306,purchase,Phoenix,0
46421,"2024-08-12 17:24:35.726940",348.72,498,purchase,Phoenix,0
46422,"2024-04-05 06:01:35.726945",2538.53,522,refund,"Los Angeles",0
46423,"2024-04-07 17:03:35.726951",1096.41,782,refund,Phoenix,0
46424,"2024-09-11 16:26:35.726957",3744.9,693,purchase,"New York",0
46425,"2024-05-04 02:39:35.726963",188.58,924,refund,Philadelphia,0
46426,"2024-03-26 04:27:35.726970",4248.82,286,purchase,"Los Angeles",0
46427,"2024-02-02 01:29:35.726976",2846.56,917,purchase,Dallas,0
46428,"2024-05-13 04:25:35.726983",1105.3,581,purchase,Houston,0
46429,"2023-12-18 06:56:35.726990",401.81,501,refund,Phoenix,0
46430,"2023-12-23 21:42:35.726996",356.38,44,refund,Chicago,0
46431,"2024-01-07 17:53:35.727003",2377.89,517,refund,Chicago,0
46432,"2024-07-30 05:27:35.727010",1851.85,251,refund,"San Jose",0
46433,"2024-01-26 04:45:35.727016",4128.94,181,refund,"San Diego",0
46434,"2023-11-26 22:42:35.727023",1855.1,65,refund,Phoenix,0
46435,"2024-03-27 10:36:35.727030",494.31,371,purchase,Chicago,0
46436,"2023-12-17 00:58:35.727037",2127.67,231,purchase,"New York",0
46437,"2023-10-27 14:37:35.727043",2662.64,911,refund,"New York",0
46438,"2024-04-03 12:37:35.727049",3465.96,731,purchase,"San Diego",0
46439,"2024-01-13 03:18:35.727055",2357.36,491,purchase,"New York",0
46440,"2024-08-20 21:30:35.727061",876.81,309,purchase,Houston,0
46441,"2024-09-03 07:48:35.727067",4357.21,853,refund,Chicago,0
46442,"2024-02-15 21:33:35.727078",1884.36,51,purchase,"San Jose",0
46443,"2024-07-04 08:00:35.727085",3805.31,681,purchase,Chicago,0
46444,"2024-04-13 13:11:35.727091",739.35,829,purchase,Chicago,0
46445,"2023-12-20 01:19:35.727098",2988.41,666,purchase,"San Antonio",0
46446,"2024-09-21 12:45:35.727104",1008.92,350,purchase,"San Jose",0
46447,"2024-09-15 16:58:35.727110",2502.7,962,purchase,"San Antonio",0
46448,"2024-06-25 16:10:35.727117",601.89,668,refund,"San Diego",0
46449,"2024-05-04 23:57:35.727124",109.52,268,refund,"New York",0
46450,"2024-04-14 18:16:35.727134",2480.11,136,purchase,Philadelphia,0
46451,"2024-08-06 14:15:35.727141",3701.87,815,purchase,Philadelphia,0
46452,"2023-11-17 06:14:35.727147",3454.65,112,refund,"Los Angeles",0
46453,"2024-06-07 19:44:35.727154",4463.82,235,refund,"Los Angeles",0
46454,"2024-06-14 15:08:35.727160",276.41,765,purchase,Phoenix,0
46455,"2023-12-06 18:05:35.727167",4766,903,purchase,Philadelphia,0
46456,"2023-11-04 16:58:35.727173",572.86,17,purchase,"Los Angeles",0
46457,"2024-09-24 03:20:35.727180",838.78,860,refund,Chicago,0
46458,"2024-09-29 13:44:35.727187",1598.34,794,purchase,Philadelphia,0
46459,"2024-08-18 05:30:35.727193",4805.84,485,purchase,Philadelphia,0
46460,"2024-10-16 16:10:35.727200",2030.97,202,refund,Dallas,0
46461,"2024-09-20 21:49:35.727206",1149.12,717,refund,"Los Angeles",0
46462,"2024-10-13 20:28:35.727213",1610.32,498,purchase,"San Antonio",0
46463,"2023-11-20 04:52:35.727222",4239.83,74,refund,Philadelphia,0
46464,"2024-08-01 19:46:35.727228",401.19,540,refund,"San Jose",0
46465,"2024-03-06 14:47:35.727233",1542.96,926,refund,Phoenix,0
46466,"2024-02-20 19:36:35.727239",4430.63,47,refund,"San Jose",0
46467,"2024-02-27 21:09:35.727243",4540.75,293,refund,"Los Angeles",0
46468,"2024-07-08 16:12:35.727250",3983.72,871,refund,"San Diego",0
46469,"2024-05-07 13:50:35.727254",1605.95,174,purchase,"San Antonio",0
46470,"2024-04-24 08:48:35.727258",2561.97,888,refund,Philadelphia,0
46471,"2024-03-24 03:46:35.727263",1879.94,677,purchase,"San Antonio",0
46472,"2024-03-10 02:00:35.727268",1820.47,220,refund,"New York",0
46473,"2024-06-30 13:16:35.727273",173.89,954,refund,"San Jose",0
46474,"2024-01-31 13:21:35.727278",4127.66,957,refund,"San Jose",0
46475,"2024-01-21 16:26:35.727283",1065.97,491,refund,Houston,0
46476,"2024-07-30 04:29:35.727289",2289.61,758,purchase,"New York",0
46477,"2023-11-03 13:45:35.727294",455.76,926,refund,"San Diego",0
46478,"2024-03-18 11:56:35.727300",3470.01,848,refund,"San Diego",0
46479,"2023-11-28 00:59:35.727305",3466.34,924,refund,"San Antonio",0
46480,"2024-10-07 05:52:35.727311",2929.26,742,purchase,Houston,0
46481,"2024-05-12 23:15:35.727317",3958.11,677,purchase,"Los Angeles",0
46482,"2024-04-17 20:36:35.727322",655.48,191,refund,Philadelphia,0
46483,"2024-03-12 02:47:35.727328",4566.76,98,purchase,Chicago,0
46484,"2024-03-23 08:04:35.727333",4368.85,709,purchase,Phoenix,0
46485,"2024-01-16 20:58:35.727339",3737.74,370,purchase,Phoenix,0
46486,"2024-05-23 05:20:35.727346",2985.22,535,refund,Houston,0
46487,"2024-03-05 17:52:35.727351",1661.51,224,purchase,Houston,0
46488,"2024-06-20 09:15:35.727357",2609.66,739,purchase,"San Antonio",0
46489,"2023-12-14 13:19:35.727362",2520.51,741,purchase,"Los Angeles",0
46490,"2023-10-31 16:49:35.727367",2441.67,153,refund,Dallas,0
46491,"2023-11-25 09:02:35.727372",3932.71,41,refund,Dallas,0
46492,"2024-02-19 06:15:35.727377",2268.19,555,refund,"Los Angeles",0
46493,"2024-01-15 10:54:35.727382",1575.16,638,purchase,Houston,0
46494,"2024-09-12 16:43:35.727387",3546.79,990,refund,Phoenix,0
46495,"2024-07-13 02:53:35.727393",564.93,20,refund,Philadelphia,0
46496,"2024-08-30 17:33:35.727399",1963.67,257,purchase,Dallas,0
46497,"2024-08-09 15:49:35.727405",4087.82,899,purchase,"San Jose",0
46498,"2023-11-11 22:43:35.727410",2494.92,930,refund,Chicago,0
46499,"2023-10-26 04:25:35.727416",3187.42,752,refund,Phoenix,0
46500,"2024-01-02 06:40:35.727422",1163.09,979,purchase,Philadelphia,0
46501,"2024-02-23 20:30:35.727428",2809.55,326,refund,Philadelphia,0
46502,"2024-09-22 09:17:35.727433",2386.97,881,purchase,"New York",0
46503,"2024-06-19 21:25:35.727439",138.44,893,refund,"New York",0
46504,"2024-08-27 14:07:35.727446",1187.9,967,purchase,"Los Angeles",0
46505,"2024-07-30 09:03:35.727452",4852.75,914,purchase,"San Antonio",0
46506,"2024-03-24 03:48:35.727459",4652.53,558,refund,Houston,0
46507,"2024-03-24 08:41:35.727464",4328.85,65,refund,Philadelphia,0
46508,"2024-01-08 05:55:35.727469",1062.64,460,purchase,"San Jose",0
46509,"2023-12-31 14:27:35.727474",3442.07,415,purchase,Phoenix,0
46510,"2024-04-25 20:14:35.727479",2561.4,542,refund,Houston,0
46511,"2024-08-20 15:48:35.727484",919.58,586,purchase,"New York",0
46512,"2024-01-23 16:47:35.727488",1859,739,purchase,"Los Angeles",0
46513,"2024-09-01 16:18:35.727493",1559.04,141,purchase,Dallas,0
46514,"2024-05-28 19:25:35.727498",3272.34,662,refund,"San Antonio",0
46515,"2024-03-30 20:08:35.727503",3532.34,616,refund,Philadelphia,0
46516,"2024-05-29 07:08:35.727508",1129.14,906,refund,Houston,0
46517,"2024-03-27 09:31:35.727513",2508.36,165,purchase,"San Jose",0
46518,"2023-10-23 11:30:35.727518",1944.92,848,refund,Phoenix,0
46519,"2024-06-16 15:57:35.727523",4202.72,977,refund,"San Diego",0
46520,"2024-05-04 19:47:35.727529",1317.29,855,refund,"Los Angeles",0
46521,"2023-12-31 10:17:35.727535",1191.19,613,refund,Phoenix,0
46522,"2024-04-30 11:17:35.727541",43.5,113,purchase,Philadelphia,0
46523,"2024-08-24 22:32:35.727547",3953.14,310,refund,"San Jose",0
46524,"2023-11-19 04:11:35.727553",106.08,931,purchase,"Los Angeles",0
46525,"2024-06-07 01:31:35.727558",606.79,256,purchase,"San Diego",0
46526,"2024-09-15 00:32:35.727563",2668.47,460,purchase,Phoenix,0
46527,"2024-09-28 14:42:35.727568",2170.9,505,refund,"Los Angeles",0
46528,"2024-07-16 18:57:35.727573",4704.5,279,purchase,"Los Angeles",0
46529,"2024-06-07 21:28:35.727579",998.7,645,refund,"San Antonio",0
46530,"2024-07-15 02:53:35.727585",264.15,236,purchase,"Los Angeles",0
46531,"2024-03-31 17:43:35.727591",4832.48,873,refund,"New York",0
46532,"2023-11-29 13:35:35.727597",2610.41,817,refund,Chicago,0
46533,"2024-07-12 04:22:35.727603",2604.55,939,purchase,"Los Angeles",0
46534,"2023-11-20 21:42:35.727608",1699.42,184,refund,"Los Angeles",0
46535,"2024-01-22 22:22:35.727615",3923.58,50,purchase,Phoenix,0
46536,"2024-10-19 22:18:35.727626",4128.76,88,refund,Dallas,0
46537,"2024-07-02 19:55:35.727631",189.81,103,refund,"New York",0
46538,"2023-11-16 19:19:35.727636",971.02,256,purchase,Phoenix,0
46539,"2023-12-20 19:15:35.727641",313.23,669,refund,"San Antonio",0
46540,"2024-03-31 07:47:35.727647",4932.83,268,purchase,"New York",0
46541,"2024-04-26 20:44:35.727652",4046.12,39,purchase,"San Jose",0
46542,"2023-12-09 08:14:35.727658",2544,786,refund,Phoenix,0
46543,"2024-01-07 02:42:35.727664",4737.1,434,refund,"New York",0
46544,"2024-04-25 16:17:35.727670",64.66,883,refund,Houston,0
46545,"2024-06-15 21:11:35.727676",4535.01,348,refund,Houston,0
46546,"2023-12-11 14:15:35.727682",886.26,911,purchase,"San Antonio",0
46547,"2023-11-19 22:40:35.727687",529.45,564,refund,Dallas,0
46548,"2024-05-27 07:24:35.727693",482.83,912,purchase,Dallas,0
46549,"2024-01-06 13:48:35.727699",1187.52,328,refund,"San Jose",0
46550,"2024-09-18 11:29:35.727704",2867.04,164,purchase,Phoenix,0
46551,"2024-01-05 06:59:35.727709",3379.84,351,purchase,"San Antonio",0
46552,"2024-06-11 06:45:35.727715",3340.26,911,refund,Phoenix,0
46553,"2024-01-24 04:39:35.727721",297.52,450,purchase,"San Jose",0
46554,"2024-07-19 00:56:35.727726",895.53,357,purchase,"San Jose",0
46555,"2024-07-17 23:54:35.727733",2333.74,146,purchase,Chicago,0
46556,"2024-01-05 17:20:35.727739",2195.45,334,purchase,Chicago,0
46557,"2024-09-02 03:54:35.727745",2346.97,348,purchase,"San Antonio",0
46558,"2024-01-03 11:29:35.727752",4764.43,989,refund,Houston,0
46559,"2023-12-27 14:49:35.727758",3516.36,801,refund,"San Diego",0
46560,"2024-01-22 06:10:35.727765",368.87,231,refund,Chicago,0
46561,"2023-11-20 09:38:35.727772",1098.87,420,refund,"Los Angeles",1
46562,"2023-12-01 22:15:35.727778",1660.91,471,refund,Phoenix,0
46563,"2024-05-06 18:44:35.727786",2605.35,354,refund,"San Jose",0
46564,"2024-07-04 12:30:35.727792",1040.68,25,refund,Philadelphia,0
46565,"2024-05-19 01:22:35.727799",2447.31,685,purchase,Philadelphia,0
46566,"2024-06-07 20:26:35.727805",4742.62,238,refund,Houston,0
46567,"2024-07-09 01:46:35.727811",2137.28,469,refund,"San Jose",0
46568,"2024-03-07 00:29:35.727818",1054.69,984,refund,"New York",0
46569,"2024-02-19 19:49:35.727824",77,682,purchase,"San Antonio",0
46570,"2024-04-08 04:14:35.727830",524.15,351,purchase,"San Antonio",0
46571,"2024-10-09 11:37:35.727837",2153.21,200,purchase,Phoenix,0
46572,"2024-04-12 18:44:35.727843",3927.53,454,purchase,Houston,0
46573,"2024-06-29 22:12:35.727849",3766.3,223,refund,Dallas,0
46574,"2024-07-21 21:19:35.727855",2475.92,556,purchase,"San Jose",0
46575,"2024-09-25 14:52:35.727862",2417.65,91,purchase,Houston,0
46576,"2024-09-09 16:32:35.727868",3111.31,580,refund,Philadelphia,0
46577,"2023-10-26 01:09:35.727875",3722.32,113,refund,Dallas,0
46578,"2024-08-06 18:35:35.727881",3169.37,610,refund,"San Jose",0
46579,"2023-12-14 00:15:35.727887",599.5,993,purchase,Phoenix,0
46580,"2023-12-21 02:36:35.727894",1127.47,150,purchase,Philadelphia,0
46581,"2024-06-02 01:49:35.727900",1981.35,748,purchase,Philadelphia,0
46582,"2023-10-28 13:30:35.727906",1747.28,59,purchase,Phoenix,0
46583,"2023-11-29 07:01:35.727913",1429.71,327,refund,"San Jose",0
46584,"2024-08-13 17:20:35.727920",1478.12,650,purchase,Dallas,0
46585,"2024-06-29 14:51:35.727926",1955.87,263,purchase,Philadelphia,0
46586,"2024-08-30 13:42:35.727932",3532.93,835,refund,"Los Angeles",0
46587,"2023-10-26 19:40:35.727939",2504.43,869,refund,Philadelphia,0
46588,"2024-07-26 12:46:35.727945",1850.03,859,refund,Phoenix,0
46589,"2024-09-18 02:17:35.727952",153.49,557,refund,"San Jose",0
46590,"2024-09-13 13:17:35.727958",123.27,863,refund,Houston,0
46591,"2024-01-06 08:23:35.727965",4126.87,162,refund,Houston,0
46592,"2024-06-12 11:58:35.727971",1201.27,389,refund,"Los Angeles",0
46593,"2024-03-07 01:26:35.727978",915.07,787,refund,"San Jose",0
46594,"2024-07-26 10:20:35.727984",1257.82,376,purchase,Chicago,0
46595,"2024-04-25 00:16:35.727990",2340.2,481,refund,"New York",0
46596,"2024-06-01 21:27:35.727997",3378.89,888,refund,Philadelphia,0
46597,"2024-01-02 05:02:35.728004",1097.09,700,refund,"San Diego",0
46598,"2024-01-06 16:42:35.728010",4813.11,473,refund,Houston,0
46599,"2024-03-02 04:47:35.728017",2300.29,632,refund,Phoenix,0
46600,"2024-01-04 05:14:35.728023",2937.99,599,refund,Phoenix,0
46601,"2024-06-27 14:19:35.728030",2342.75,434,refund,Phoenix,0
46602,"2024-07-17 12:40:35.728037",4201.56,920,refund,Dallas,0
46603,"2024-07-03 10:10:35.728043",2391.53,665,purchase,"New York",0
46604,"2024-10-15 16:30:35.728049",2446.03,760,refund,Philadelphia,0
46605,"2024-04-19 23:24:35.728056",1998.47,199,refund,"New York",0
46606,"2024-02-23 21:07:35.728062",3714.1,24,purchase,"New York",0
46607,"2024-09-17 23:54:35.728069",994.91,1000,refund,"New York",0
46608,"2024-09-24 01:43:35.728076",3336.79,816,purchase,"Los Angeles",0
46609,"2024-10-15 00:40:35.728082",454.18,503,purchase,Chicago,0
46610,"2024-05-10 14:27:35.728089",909.69,144,refund,Houston,0
46611,"2023-12-23 21:11:35.728095",728.74,936,refund,Houston,0
46612,"2024-10-17 16:45:35.728101",1425.79,996,refund,Chicago,0
46613,"2024-05-18 22:55:35.728108",932.17,601,purchase,Dallas,0
46614,"2024-05-26 22:02:35.728114",1510.55,969,purchase,"San Diego",0
46615,"2023-12-10 20:16:35.728120",1335.2,570,purchase,Houston,0
46616,"2024-10-14 03:24:35.728126",981.33,465,purchase,"New York",0
46617,"2024-08-22 11:08:35.728133",4472.05,472,refund,Philadelphia,0
46618,"2024-08-02 13:04:35.728139",3136.8,626,purchase,"San Diego",0
46619,"2024-05-10 21:09:35.728146",3195.42,563,purchase,Philadelphia,0
46620,"2024-07-02 11:47:35.728152",3531.53,404,purchase,Philadelphia,0
46621,"2024-01-31 02:15:35.728163",785.14,928,purchase,"Los Angeles",0
46622,"2023-11-21 15:56:35.728170",4615.86,252,purchase,"Los Angeles",0
46623,"2024-09-22 06:36:35.728177",4256.33,449,refund,"Los Angeles",0
46624,"2024-03-13 09:31:35.728183",2157.62,864,refund,Dallas,0
46625,"2024-03-29 17:27:35.728190",3190.29,65,refund,Phoenix,0
46626,"2024-03-21 20:05:35.728197",4717.62,715,refund,"San Diego",0
46627,"2024-01-12 09:53:35.728204",1262.82,813,purchase,Philadelphia,0
46628,"2024-09-10 08:26:35.728211",2466.77,73,purchase,Phoenix,0
46629,"2023-12-01 00:02:35.728217",2742.47,723,purchase,"San Diego",0
46630,"2024-03-19 11:42:35.728226",4911.9,89,refund,"New York",0
46631,"2024-03-05 09:27:35.728232",4214.81,676,purchase,Chicago,0
46632,"2024-02-02 08:54:35.728238",3324.72,800,purchase,"San Jose",0
46633,"2023-10-27 19:43:35.728245",4476.78,732,purchase,"New York",0
46634,"2023-11-14 22:30:35.728252",3783.87,97,refund,Phoenix,0
46635,"2024-06-05 15:00:35.728258",3859.77,437,purchase,Chicago,0
46636,"2024-03-28 01:09:35.728265",2608.26,285,refund,"San Jose",0
46637,"2024-03-09 18:25:35.728272",4837.01,871,purchase,"San Antonio",0
46638,"2024-08-04 05:44:35.728278",372.71,455,purchase,Houston,0
46639,"2024-06-13 10:57:35.728284",2271.3,860,refund,"New York",0
46640,"2024-09-22 20:48:35.728291",1774.07,901,refund,Houston,0
46641,"2024-03-07 10:02:35.728297",3080.58,838,purchase,Philadelphia,0
46642,"2024-09-30 22:10:35.728304",4331.1,335,refund,"New York",0
46643,"2023-11-01 15:13:35.728310",3043.07,101,purchase,"San Diego",0
46644,"2023-12-28 21:55:35.728317",2029.03,454,refund,"San Antonio",0
46645,"2024-09-15 08:19:35.728323",3356.24,513,refund,Philadelphia,0
46646,"2024-02-24 02:06:35.728330",1258.43,791,purchase,Phoenix,0
46647,"2024-06-16 05:58:35.728336",2132.69,131,purchase,"San Antonio",0
